,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
77,77,2015-09-18,144.220001,146.0,142.270004,142.570007,142.570007,3282600
78,78,2015-09-21,143.910004,144.570007,140.509995,140.839996,140.839996,2888500
79,79,2015-09-22,139.149994,139.589996,135.399994,136.119995,136.119995,4429000
80,80,2015-09-23,137.839996,137.970001,132.240005,132.369995,132.369995,4571200
81,81,2015-09-24,131.350006,133.820007,130.770004,132.589996,132.589996,4840500
82,82,2015-09-25,135.410004,135.839996,133.050003,134.339996,134.339996,3530500
83,83,2015-09-28,133.009995,135.410004,132.360001,133.059998,133.059998,4045400
84,84,2015-09-29,133.089996,137.720001,132.009995,136.679993,136.679993,3389100
85,85,2015-09-30,136.860001,139.600006,136.009995,137.410004,137.410004,2625600
86,86,2015-10-01,138.320007,138.779999,135.309998,137.529999,137.529999,2997700
87,87,2015-10-02,136.600006,149.089996,136.309998,148.509995,148.509995,6158900
88,88,2015-10-05,149.550003,150.380005,145.5,149.619995,149.619995,3757000
89,89,2015-10-06,149.279999,154.470001,148.130005,149.800003,149.800003,3164200
90,90,2015-10-07,146.0,149.0,143.809998,144.770004,144.770004,6807000
91,91,2015-10-08,144.0,144.169998,139.899994,141.259995,141.259995,5545200
92,92,2015-10-09,142.029999,144.770004,141.309998,144.220001,144.220001,2853300
93,93,2015-10-12,145.520004,145.940002,142.029999,144.070007,144.070007,2427700
94,94,2015-10-13,142.190002,147.229996,142.110001,146.5,146.5,2692600
95,95,2015-10-14,146.5,146.850006,144.119995,145.020004,145.020004,2374300
96,96,2015-10-15,147.03999299999995,150.300003,145.660004,150.240005,150.240005,3583600
97,97,2015-10-16,149.399994,152.380005,147.860001,151.0,151.0,3661300
98,98,2015-10-19,150.5,155.860001,149.03999299999995,154.679993,154.679993,3966800
99,99,2015-10-20,154.820007,154.979996,151.520004,153.21000700000005,153.21000700000005,2971700
100,100,2015-10-21,152.220001,152.490005,147.619995,149.630005,149.630005,3045500
101,101,2015-10-22,150.770004,154.839996,150.309998,153.5,153.5,2156100
102,102,2015-10-23,158.899994,159.869995,156.059998,157.600006,157.600006,4210000
103,103,2015-10-26,169.470001,172.990005,165.830002,166.240005,166.240005,9115700
104,104,2015-10-27,168.78999299999995,174.75,168.610001,173.860001,173.860001,6576700
105,105,2015-10-28,173.279999,174.479996,167.660004,172.53999299999995,172.53999299999995,4874700
106,106,2015-10-29,172.53999299999995,172.699997,167.889999,168.990005,168.990005,5011600
107,107,2015-10-30,176.880005,189.550003,175.899994,187.470001,187.470001,12645500
108,108,2015-11-02,185.399994,195.809998,185.389999,195.190002,195.190002,6635800
109,109,2015-11-03,194.5,198.320007,192.039993,192.5,192.5,6053400
110,110,2015-11-04,194.210007,199.399994,194.210007,197.919998,197.919998,4720600
111,111,2015-11-05,198.070007,200.979996,194.699997,198.910004,198.910004,3941600
112,112,2015-11-06,197.25,200.389999,196.5,200.300003,200.300003,3792600
113,113,2015-11-09,198.649994,200.279999,193.009995,194.009995,194.009995,3998600
114,114,2015-11-10,193.139999,198.449997,189.550003,196.990005,196.990005,4368500
115,115,2015-11-11,198.199997,202.990005,196.300003,199.490005,199.490005,4544100
116,116,2015-11-12,198.800003,200.860001,197.539993,198.139999,198.139999,3158900
117,117,2015-11-13,195.610001,197.130005,192.850006,193.949997,193.949997,4097100
118,118,2015-11-16,192.039993,201.240005,191.0,198.720001,198.720001,4217000
119,119,2015-11-17,199.419998,200.0,195.75,196.830002,196.830002,2443700
120,120,2015-11-18,196.710007,204.820007,196.520004,204.729996,204.729996,4569800
121,121,2015-11-19,204.649994,210.899994,204.649994,207.800003,207.800003,5391300
122,122,2015-11-20,208.300003,209.610001,206.25,206.690002,206.690002,3749000
123,123,2015-11-23,206.809998,209.0,205.259995,207.460007,207.460007,3633500
124,124,2015-11-24,206.75,207.5,202.809998,205.330002,205.330002,3333700
125,125,2015-11-25,204.960007,207.580002,200.699997,201.800003,201.800003,3843000
126,126,2015-11-27,200.229996,205.759995,198.699997,205.580002,205.580002,3285300
127,127,2015-11-30,206.210007,217.970001,202.550003,217.970001,217.970001,26201500
128,128,2015-12-01,213.389999,214.110001,210.00999500000003,214.110001,214.110001,6677600
129,129,2015-12-02,213.850006,214.52999900000003,210.550003,211.360001,211.360001,4010600
130,130,2015-12-03,213.25,215.199997,205.830002,207.479996,207.479996,4230100
131,131,2015-12-04,208.0,210.02999900000003,206.559998,208.300003,208.300003,3476600
132,132,2015-12-07,207.990005,211.740005,207.770004,208.539993,208.539993,3426100
133,133,2015-12-08,204.289993,206.520004,200.690002,205.020004,205.020004,3930000
134,134,2015-12-09,204.0,205.0,200.009995,200.460007,200.460007,3368100
135,135,2015-12-10,201.710007,201.970001,197.679993,200.009995,200.009995,3126400
136,136,2015-12-11,196.100006,197.0,193.009995,193.679993,193.679993,3662400
137,137,2015-12-14,193.889999,196.089996,193.320007,193.889999,193.889999,3223500
138,138,2015-12-15,196.0,200.889999,195.240005,199.130005,199.130005,3648900
139,139,2015-12-16,201.070007,201.300003,197.110001,199.339996,199.339996,3275700
140,140,2015-12-17,200.720001,201.259995,196.820007,196.940002,196.940002,2744700
141,141,2015-12-18,195.539993,196.380005,190.880005,191.919998,191.919998,3514700
142,142,2015-12-21,193.800003,198.690002,193.639999,197.440002,197.440002,2710800
143,143,2015-12-22,198.089996,198.5,195.169998,197.029999,197.029999,2028700
144,144,2015-12-23,197.309998,198.419998,196.289993,196.529999,196.529999,1422300
145,145,2015-12-24,197.600006,197.600006,193.75,193.929993,193.929993,1070400
146,146,2015-12-28,191.229996,193.630005,188.449997,192.800003,192.800003,2208600
147,147,2015-12-29,193.320007,195.559998,193.289993,194.679993,194.679993,2041800
148,148,2015-12-30,195.179993,195.580002,192.0,192.130005,192.130005,1319200
149,149,2015-12-31,190.580002,191.580002,188.330002,189.039993,189.039993,1879200
150,150,2016-01-04,181.289993,185.539993,180.600006,184.029999,184.029999,4328000
151,151,2016-01-05,186.710007,189.839996,185.339996,187.369995,187.369995,3367900
152,152,2016-01-06,185.029999,187.289993,183.559998,185.610001,185.610001,2280600
153,153,2016-01-07,176.300003,180.979996,171.46000700000005,174.369995,174.369995,7009100
154,154,2016-01-08,177.589996,178.949997,170.720001,171.339996,171.339996,4682800
155,155,2016-01-11,172.0,172.839996,167.71000700000005,170.369995,170.369995,3202300
156,156,2016-01-12,172.399994,173.490005,169.820007,172.910004,172.910004,3039600
157,157,2016-01-13,174.25,175.360001,164.0,166.03999299999995,166.03999299999995,3961500
158,158,2016-01-14,166.300003,174.880005,163.009995,172.229996,172.229996,4082200
159,159,2016-01-15,163.759995,165.309998,158.119995,163.919998,163.919998,6350300
160,160,2016-01-19,167.520004,171.839996,163.979996,166.029999,166.029999,3415700
161,161,2016-01-20,161.03999299999995,169.330002,159.779999,164.990005,164.990005,5116300
162,162,2016-01-21,165.990005,172.5,163.130005,169.559998,169.559998,3483200
163,163,2016-01-22,173.550003,174.770004,168.770004,171.169998,171.169998,2619200
164,164,2016-01-25,171.119995,173.740005,167.309998,167.53999299999995,167.53999299999995,2499600
165,165,2016-01-26,166.669998,168.360001,162.889999,167.080002,167.080002,2397900
166,166,2016-01-27,167.089996,167.910004,157.419998,158.270004,158.270004,4064400
167,167,2016-01-28,161.869995,162.779999,154.529999,156.940002,156.940002,4584700
168,168,2016-01-29,159.240005,163.639999,158.5,163.270004,163.270004,4531600
169,169,2016-02-01,160.270004,161.899994,156.130005,161.100006,161.100006,3640500
170,170,2016-02-02,162.100006,163.0,154.139999,154.820007,154.820007,2750500
171,171,2016-02-03,155.839996,157.550003,150.839996,153.080002,153.080002,3433000
172,172,2016-02-04,154.119995,155.169998,150.630005,152.589996,152.589996,3102700
173,173,2016-02-05,151.850006,152.029999,144.479996,145.339996,145.339996,4126800
174,174,2016-02-08,142.490005,147.199997,142.25,145.050003,145.050003,4149700
175,175,2016-02-09,142.53999299999995,145.309998,139.610001,140.679993,140.679993,5253200
176,176,2016-02-10,142.779999,149.809998,142.380005,143.779999,143.779999,4126200
177,177,2016-02-11,140.610001,143.419998,139.940002,141.21000700000005,141.21000700000005,3095300
178,178,2016-02-12,148.0,154.149994,147.490005,152.729996,152.729996,5586500
179,179,2016-02-16,158.5,163.839996,155.419998,157.520004,157.520004,5286100
180,180,2016-02-17,159.96000700000005,164.699997,156.429993,163.529999,163.529999,3848400
181,181,2016-02-18,165.240005,166.0,160.270004,160.699997,160.699997,3327300
182,182,2016-02-19,160.0,166.0,159.149994,164.470001,164.470001,3055200
183,183,2016-02-22,166.53999299999995,169.449997,164.300003,168.669998,168.669998,3086700
184,184,2016-02-23,167.199997,167.419998,159.639999,161.020004,161.020004,4031000
185,185,2016-02-24,159.0,164.110001,154.78999299999995,162.75,162.75,4539800
186,186,2016-02-25,160.050003,161.580002,156.0,158.220001,158.220001,6180000
187,187,2016-02-26,175.240005,176.809998,172.199997,173.800003,173.800003,8881800
188,188,2016-02-29,172.199997,175.46000700000005,171.360001,173.419998,173.419998,3966500
189,189,2016-03-01,175.690002,180.729996,175.380005,180.199997,180.199997,4191000
190,190,2016-03-02,181.839996,182.0,175.259995,176.940002,176.940002,3078600
191,191,2016-03-03,177.050003,178.940002,175.339996,177.300003,177.300003,2499700
192,192,2016-03-04,178.970001,180.589996,175.25,178.550003,178.550003,2942700
193,193,2016-03-07,178.0,180.0,175.889999,177.199997,177.199997,1929300
194,194,2016-03-08,175.050003,176.240005,172.639999,172.809998,172.809998,2384100
195,195,2016-03-09,173.559998,176.529999,169.279999,176.5,176.5,2820100
196,196,2016-03-10,177.0,179.639999,173.759995,176.080002,176.080002,2323900
197,197,2016-03-11,176.429993,183.860001,176.429993,182.979996,182.979996,2845100
198,198,2016-03-14,182.5,187.550003,181.75,182.020004,182.020004,2738500
199,199,2016-03-15,180.720001,182.570007,179.509995,180.220001,180.220001,1627000
200,200,2016-03-16,179.080002,183.050003,178.259995,183.050003,183.050003,1912000
201,201,2016-03-17,183.740005,184.979996,182.089996,183.440002,183.440002,1783000
202,202,2016-03-18,184.820007,189.699997,184.770004,187.919998,187.919998,3245800
203,203,2016-03-21,187.800003,189.800003,185.559998,187.119995,187.119995,1598300
204,204,2016-03-22,185.270004,188.740005,185.0,188.399994,188.399994,1571000
205,205,2016-03-23,187.600006,188.429993,181.820007,183.839996,183.839996,2228700
206,206,2016-03-24,181.460007,184.990005,181.029999,184.860001,184.860001,1649600
207,207,2016-03-28,185.330002,186.0,182.270004,185.169998,185.169998,1150400
208,208,2016-03-29,185.470001,191.479996,185.059998,189.839996,189.839996,2519700
209,209,2016-03-30,191.050003,193.0,188.300003,189.889999,189.889999,2733500
210,210,2016-03-31,189.479996,193.729996,189.380005,190.880005,190.880005,2380200
211,211,2016-04-01,188.789993,190.559998,185.889999,190.330002,190.330002,2443000
212,212,2016-04-04,190.389999,192.350006,187.509995,188.970001,188.970001,1741800
213,213,2016-04-05,187.630005,187.889999,182.149994,183.800003,183.800003,2977100
214,214,2016-04-06,183.570007,187.270004,183.020004,186.820007,186.820007,1928300
215,215,2016-04-07,185.740005,187.600006,181.440002,182.529999,182.529999,1835900
216,216,2016-04-08,184.600006,186.300003,182.699997,183.979996,183.979996,1714700
217,217,2016-04-11,185.759995,187.149994,184.759995,185.070007,185.070007,1896000
218,218,2016-04-12,186.029999,188.699997,185.580002,187.399994,187.399994,1714600
219,219,2016-04-13,191.0,195.600006,190.419998,193.979996,193.979996,3264600
220,220,2016-04-14,194.979996,197.5,192.809998,195.720001,195.720001,2031800
221,221,2016-04-15,195.320007,195.410004,191.759995,193.220001,193.220001,1641700
222,222,2016-04-18,191.919998,193.990005,191.259995,192.940002,192.940002,1500000
223,223,2016-04-19,193.440002,195.25,190.669998,194.520004,194.520004,2123200
224,224,2016-04-20,193.5,194.759995,192.600006,193.669998,193.669998,1496300
225,225,2016-04-21,194.059998,195.960007,191.75,192.740005,192.740005,1726600
226,226,2016-04-22,190.029999,192.699997,188.029999,190.759995,190.759995,2015800
227,227,2016-04-25,190.910004,192.410004,186.539993,188.039993,188.039993,1754900
228,228,2016-04-26,188.679993,190.880005,186.369995,188.25,188.25,1892900
229,229,2016-04-27,187.520004,189.070007,184.440002,187.949997,187.949997,2257000
230,230,2016-04-28,187.350006,190.330002,185.539993,186.020004,186.020004,3611300
231,231,2016-04-29,189.5,201.0,189.0,194.300003,194.300003,6954700
232,232,2016-05-02,185.330002,185.330002,176.5,178.910004,178.910004,10170300
233,233,2016-05-03,175.800003,176.380005,172.0,174.360001,174.360001,5482300
234,234,2016-05-04,172.03999299999995,178.149994,171.5,177.279999,177.279999,4009200
235,235,2016-05-05,177.639999,179.699997,174.130005,175.220001,175.220001,3559300
236,236,2016-05-06,173.910004,176.800003,172.110001,173.940002,173.940002,3112600
237,237,2016-05-09,165.839996,172.360001,165.100006,169.490005,169.490005,6555200
238,238,2016-05-10,170.75,171.0,165.419998,166.21000700000005,166.21000700000005,5456200
239,239,2016-05-11,165.880005,166.270004,161.119995,163.050003,163.050003,6152100
240,240,2016-05-12,164.03999299999995,164.5,158.380005,161.279999,161.279999,4103000
241,241,2016-05-13,160.660004,162.71000700000005,159.119995,159.75,159.75,3131800
242,242,2016-05-16,161.919998,168.949997,161.309998,167.96000700000005,167.96000700000005,5489900
243,243,2016-05-17,168.589996,172.949997,167.649994,171.03999299999995,171.03999299999995,5064900
244,244,2016-05-18,169.75,171.529999,167.669998,169.449997,169.449997,3222800
245,245,2016-05-19,168.75,169.830002,164.929993,168.509995,168.509995,2423100
246,246,2016-05-20,169.410004,171.100006,168.330002,170.050003,170.050003,2255300
247,247,2016-05-23,170.690002,171.5,169.429993,169.770004,169.770004,1627200
248,248,2016-05-24,171.550003,178.110001,169.919998,175.910004,175.910004,4630800
249,249,2016-05-25,176.990005,178.809998,175.21000700000005,176.71000700000005,176.71000700000005,3567500
250,250,2016-05-26,176.190002,177.779999,175.0,177.669998,177.669998,3541300
251,251,2016-05-27,178.28999299999995,185.279999,178.279999,185.009995,185.009995,5600300
252,252,2016-05-31,185.149994,185.509995,176.610001,178.53999299999995,178.53999299999995,24063000
253,253,2016-06-01,176.529999,177.770004,174.259995,176.529999,176.529999,4783300
254,254,2016-06-02,177.199997,179.0,174.75,175.639999,175.639999,3210400
255,255,2016-06-03,176.639999,177.5,172.330002,173.740005,173.740005,2961700
256,256,2016-06-06,174.729996,176.059998,173.800003,174.619995,174.619995,1873000
257,257,2016-06-07,175.869995,175.869995,170.809998,170.860001,170.860001,2401200
258,258,2016-06-08,172.03999299999995,172.199997,168.46000700000005,168.71000700000005,168.71000700000005,2484800
259,259,2016-06-09,168.0,169.300003,166.149994,168.990005,168.990005,2262200
260,260,2016-06-10,166.580002,167.449997,164.0,164.279999,164.279999,2446800
261,261,2016-06-13,161.009995,164.860001,160.0,163.550003,163.550003,3829900
262,262,2016-06-14,159.259995,170.190002,159.130005,160.839996,160.839996,10154400
263,263,2016-06-15,161.610001,162.179993,160.059998,161.029999,161.029999,3771000
264,264,2016-06-16,160.580002,166.169998,159.5,165.520004,165.520004,4452800
265,265,2016-06-17,165.419998,165.839996,161.850006,162.679993,162.679993,3220700
266,266,2016-06-20,165.570007,172.28999299999995,165.570007,166.529999,166.529999,3463500
267,267,2016-06-21,167.440002,168.389999,162.720001,162.800003,162.800003,3036300
268,268,2016-06-22,162.490005,165.520004,161.0,162.220001,162.220001,2778600
269,269,2016-06-23,163.509995,164.96000700000005,162.550003,163.919998,163.919998,2028500
270,270,2016-06-24,158.869995,163.630005,158.009995,159.119995,159.119995,3182300
271,271,2016-06-27,158.240005,158.550003,155.279999,156.919998,156.919998,3210200
272,272,2016-06-28,160.100006,162.979996,159.559998,160.410004,160.410004,2171900
273,273,2016-06-29,163.100006,166.5,162.139999,164.410004,164.410004,2468300
274,274,2016-06-30,165.070007,165.259995,162.100006,165.149994,165.149994,1809300
275,275,2016-07-01,165.240005,166.619995,162.899994,165.190002,165.190002,1775600
276,276,2016-07-05,164.419998,165.5,161.0,161.869995,161.869995,2365000
277,277,2016-07-06,160.979996,161.869995,157.880005,161.559998,161.559998,2157200
278,278,2016-07-07,162.5,165.860001,161.559998,163.419998,163.419998,2013900
279,279,2016-07-08,159.21000700000005,161.050003,155.279999,159.800003,159.800003,6899500
280,280,2016-07-11,160.699997,167.899994,160.699997,167.029999,167.029999,4073100
281,281,2016-07-12,169.889999,172.759995,163.910004,164.979996,164.979996,3554300
282,282,2016-07-13,165.380005,166.0,162.570007,164.160004,164.160004,2320800
283,283,2016-07-14,166.649994,166.800003,163.610001,164.850006,164.850006,2079600
284,284,2016-07-15,164.860001,165.259995,161.850006,162.740005,162.740005,2378100
285,285,2016-07-18,162.740005,165.009995,160.75,164.78999299999995,164.78999299999995,2327000
286,286,2016-07-19,162.899994,165.279999,159.110001,161.190002,161.190002,4350800
287,287,2016-07-20,161.21000700000005,161.78999299999995,159.5,160.649994,160.649994,3332700
288,288,2016-07-21,161.470001,162.869995,160.600006,161.399994,161.399994,2358000
289,289,2016-07-22,162.059998,162.639999,160.449997,160.880005,160.880005,1595300
290,290,2016-07-25,159.300003,160.369995,157.53999299999995,160.25,160.25,2920800
291,291,2016-07-26,159.889999,164.78999299999995,159.46000700000005,164.029999,164.029999,2697500
292,292,2016-07-27,164.0,165.669998,162.820007,165.5,165.5,2036300
293,293,2016-07-28,166.899994,167.860001,165.149994,165.630005,165.630005,3594300
294,294,2016-07-29,161.009995,161.550003,156.229996,159.600006,159.600006,7858300
295,295,2016-08-01,159.800003,164.110001,158.619995,163.229996,163.229996,4264000
296,296,2016-08-02,162.160004,164.5,160.330002,160.75,160.75,1850800
297,297,2016-08-03,161.119995,163.199997,160.130005,162.240005,162.240005,1740700
298,298,2016-08-04,162.720001,164.160004,161.339996,162.559998,162.559998,1748300
299,299,2016-08-05,163.5,168.240005,163.21000700000005,167.380005,167.380005,2991500
300,300,2016-08-08,167.149994,169.490005,165.729996,166.449997,166.449997,1769600
301,301,2016-08-09,165.899994,166.559998,164.679993,165.53999299999995,165.53999299999995,1298600
302,302,2016-08-10,166.46000700000005,167.449997,165.0,165.630005,165.630005,1448700
303,303,2016-08-11,168.130005,168.75,166.509995,167.720001,167.720001,1550800
304,304,2016-08-12,167.570007,168.550003,166.320007,167.979996,167.979996,1841000
305,305,2016-08-15,169.220001,174.96000700000005,169.0,172.949997,172.949997,3448600
306,306,2016-08-16,173.0,174.419998,170.899994,173.300003,173.300003,2642200
307,307,2016-08-17,173.979996,174.0,172.009995,172.729996,172.729996,2426900
308,308,2016-08-18,173.029999,175.800003,172.679993,175.399994,175.399994,2535600
309,309,2016-08-19,175.259995,178.880005,174.860001,177.529999,177.529999,2906700
310,310,2016-08-22,177.880005,178.0,173.179993,173.850006,173.850006,2766600
311,311,2016-08-23,174.259995,175.410004,173.160004,173.490005,173.490005,1803800
312,312,2016-08-24,174.03999299999995,175.0,170.899994,171.490005,171.490005,1673500
313,313,2016-08-25,171.600006,174.100006,171.470001,172.850006,172.850006,1340600
314,314,2016-08-26,172.850006,175.600006,172.070007,173.470001,173.470001,1439900
315,315,2016-08-29,173.889999,173.899994,171.479996,173.649994,173.649994,1655200
316,316,2016-08-30,174.229996,177.740005,173.880005,175.449997,175.449997,1947500
317,317,2016-08-31,172.240005,172.979996,169.850006,171.070007,171.070007,3050300
318,318,2016-09-01,171.850006,176.830002,171.770004,176.550003,176.550003,3608500
319,319,2016-09-02,178.0,179.679993,177.190002,177.779999,177.779999,2139600
320,320,2016-09-06,181.699997,189.339996,181.229996,189.059998,189.059998,8176500
321,321,2016-09-07,189.330002,192.880005,188.610001,189.149994,189.149994,4264600
322,322,2016-09-08,189.089996,190.869995,187.089996,187.5,187.5,2383700
323,323,2016-09-09,186.479996,186.839996,181.669998,182.100006,182.100006,3597400
324,324,2016-09-12,178.080002,184.919998,177.330002,184.130005,184.130005,2779100
325,325,2016-09-13,182.789993,183.779999,180.639999,181.899994,181.899994,2413100
326,326,2016-09-14,182.0,184.75,181.279999,182.179993,182.179993,1975900
327,327,2016-09-15,182.889999,187.399994,182.740005,186.5,186.5,2109700
328,328,2016-09-16,186.270004,186.270004,183.529999,185.009995,185.009995,1919400
329,329,2016-09-19,186.0,187.0,184.029999,184.740005,184.740005,1910800
330,330,2016-09-20,186.630005,189.0,185.880005,186.369995,186.369995,2414300
331,331,2016-09-21,187.850006,196.309998,187.300003,196.029999,196.029999,5742200
332,332,2016-09-22,197.0,197.800003,193.679993,195.449997,195.449997,3619800
333,333,2016-09-23,193.240005,197.0,190.300003,191.720001,191.720001,3253000
334,334,2016-09-26,189.529999,189.660004,187.139999,188.860001,188.860001,1861000
335,335,2016-09-27,189.0,192.419998,188.850006,190.830002,190.830002,1606100
336,336,2016-09-28,186.710007,188.309998,185.210007,187.740005,187.740005,2488400
337,337,2016-09-29,186.600006,186.960007,181.5,182.229996,182.229996,3628100
338,338,2016-09-30,183.949997,184.630005,180.630005,182.070007,182.070007,2183700
339,339,2016-10-03,182.839996,184.5,181.619995,183.539993,183.539993,1742900
340,340,2016-10-04,184.0,187.240005,183.520004,184.080002,184.080002,2132200
341,341,2016-10-05,185.889999,185.889999,183.279999,184.110001,184.110001,1481500
342,342,2016-10-06,183.75,184.130005,181.089996,181.520004,181.520004,1757200
343,343,2016-10-07,182.229996,182.729996,178.869995,179.800003,179.800003,2386500
344,344,2016-10-10,181.169998,182.320007,180.880005,181.490005,181.490005,1308700
345,345,2016-10-11,181.199997,182.75,175.550003,177.03999299999995,177.03999299999995,2932500
346,346,2016-10-12,177.0,178.009995,174.71000700000005,175.410004,175.410004,2165300
