2013/1/2,3.167598248,4.27199173,3.514611244,1.66746068
2013/1/3,-1.262972832,0.339393944,0.540806293,-1.124648571
2013/1/4,-2.784728765,2.512201071,0.155990213,0.473933637
2013/1/7,-0.588235319,0.094744734,-0.935460091,-0.330188692
2013/1/8,0.269135326,-0.023546033,0.097090729,-1.088499784
2013/1/9,-1.562886715,-0.98916626,-0.04923683,0.239234447
2013/1/10,1.239605546,1.879162669,0.689655185,1.050119281
2013/1/11,-0.613168776,-1.14405787,0.195694715,-0.18894662
2013/1/14,-3.565250874,-0.283419937,2.392578125,-0.047326077
2013/1/15,-3.154957533,0.828990996,0.047687173,0.378787875
2013/1/16,4.15088892,-0.211416498,0.238322213,-0.377358496
2013/1/17,-0.673793197,-2.919020653,-0.380408943,0.852272749
2013/1/18,-0.533142328,1.018428683,0.310262531,3.474178314
2013/1/22,0.953999996,0.288046092,-0.689983368,-0.136116147
2013/1/23,1.829546094,0.574437559,-1.197891712,-0.318037242
2013/1/24,-12.35493851,1.856258869,1.939864159,0.50136739
2013/1/25,-2.357380629,0.257009357,0.618458629,1.088435411
2013/1/28,2.261980534,-1.32836163,-0.425531924,0.942126513
2013/1/29,1.876264334,-0.42512989,-1.32953465,0
2013/1/30,-0.314225227,-0.498102456,-0.962463915,-1.200000048
2013/1/31,-0.293325752,0.500595927,-0.048590865,0.224921271
2013/2/1,-0.410546869,2.039848089,1.263976693,1.526032329
2013/2/4,-2.491953611,-1.882845163,-0.048007682,-1.370468616
2013/2/5,3.510612249,1.682065845,1.248799205,1.030927777
2013/2/6,-0.107897013,0.302889109,0.521821618,-0.443655729
2013/2/7,2.376735449,-0.418118477,-0.44832468,0.178253114
2013/2/8,1.443765759,-0.44320038,0.308129877,0.088967972
2013/2/11,1.042149186,1.101218343,0.519848764,-0.222222224
2013/2/12,-2.506615639,2.780996561,-1.410437226,0.579064608
2013/2/13,-0.190211579,-0.789177001,0.810681939,3.587245464
2013/2/14,-0.089933835,0.727272749,-0.709555328,0.085506625
2013/2/15,-1.378083587,-1.083032489,0,-0.512601435
2013/2/19,-0.03694367,1.505474448,2.239161491,1.975096583
2013/2/20,-2.421791792,-2.876404524,-1.654240489,-1.431578994
2013/2/21,-0.621588528,-2.012956858,-1.634683728,-0.640751839
2013/2/22,1.064879179,1.038961053,0.674373806,0.558899403
2013/2/25,-1.776801705,-3.832671165,-1.148325324,-2.479692221
2013/2/26,1.393405557,0.340218723,-0.251694083,1.052170157
2013/2/27,-0.98002094,2.107047796,1.368400574,1.388286352
2013/2/28,-0.713048577,-0.450664133,-0.167544276,-0.641848505
2013/3/1,-2.476212025,0.333571613,-0.119875327,-0.129198968
2013/3/4,-2.420609951,1.971028209,-0.432069123,0.344976276
2013/3/5,2.641114235,1.537028432,2.30472517,1.375161171
2013/3/6,-1.271500945,2.247706413,2.342350721,0.339126736
2013/3/7,1.155846715,0.942126513,0.40064472,0.042247571
2013/3/8,0.264293432,3.733333349,0.128428578,0.380067557
2013/3/11,1.42453444,1.970865488,0.229042605,-0.631047547
2013/3/12,-2.155890942,-1.365546227,-0.822669089,-0.889077067
2013/3/13,-0.018672829,0.042598508,-0.57603687,0.34173429
2013/3/14,0.968833923,1.04321909,0.069524914,0.851426125
2013/3/15,2.580346823,-0.421407491,1.551644325,-1.055297613
2013/3/18,2.71829772,-2.158273458,-1.163055897,-0.810580194
2013/3/19,-0.269902557,-0.973183393,-0.692201197,0.30107528
2013/3/20,-0.530264676,0.655164897,0.697026014,0.600343049
2013/3/21,0.143779859,-1.865914464,-3.83017993,-0.724637687
2013/3/22,2.027698517,0,-0.431861818,0.343495071
2013/3/25,0.361542284,-1.636082292,0.481927723,-0.556268692
2013/3/26,-0.527201355,0.764216661,-0.023980815,-0.516351104
2013/3/27,-1.963845849,-0.825340152,-0.071959704,-0.08650519
2013/3/28,-2.083702087,-0.494826823,0.312049925,0.08658009
2013/4/1,-3.106221437,-1.017179012,-0.311079204,-0.173010379
2013/4/2,0.205637544,0.730760455,1.872299552,1.126516461
2013/4/3,0.511410177,-3.649966002,-0.108388312,-1.45672667
2013/4/4,-0.988448799,0.635294139,-0.74067086,0.347826093
2013/4/5,-1.056766152,0.561141014,-2.043726206,-0.649913371
2013/4/8,0.711247623,1.278772354,-0.194080546,0.828608811
2013/4/9,0.18066211,0.75757575,1.944579482,-0.259515584
2013/4/10,2.039908171,2.665755272,2.384358644,2.254987001
2013/4/11,-0.312148541,-0.421660006,1.001397252,0.04240882
2013/4/12,-1.042985797,-0.20057945,-0.668664992,-0.551080942
2013/4/15,-2.315030336,0.200982586,-2.274837494,-2.770673513
2013/4/16,1.521972179,3.989302397,0.522565305,1.271372199
