日期,股票代码,名称,收盘价
2019-06-26,'000001,上证指数,2976.2837
2019-06-25,'000001,上证指数,2982.0738
2019-06-24,'000001,上证指数,3008.1479
2019-06-21,'000001,上证指数,3001.9802
2019-06-20,'000001,上证指数,2987.1186
2019-06-19,'000001,上证指数,2917.8029
2019-06-18,'000001,上证指数,2890.158
2019-06-17,'000001,上证指数,2887.6221
2019-06-14,'000001,上证指数,2881.9743
2019-06-13,'000001,上证指数,2910.7406
2019-06-12,'000001,上证指数,2909.3796
2019-06-11,'000001,上证指数,2925.7162
2019-06-10,'000001,上证指数,2852.1302
2019-06-06,'000001,上证指数,2827.7978
2019-06-05,'000001,上证指数,2861.4181
2019-06-04,'000001,上证指数,2862.2803
2019-06-03,'000001,上证指数,2890.0809
2019-05-31,'000001,上证指数,2898.6961
2019-05-30,'000001,上证指数,2905.8054
2019-05-29,'000001,上证指数,2914.6964
2019-05-28,'000001,上证指数,2909.9106
2019-05-27,'000001,上证指数,2892.3782
2019-05-24,'000001,上证指数,2852.9948
2019-05-23,'000001,上证指数,2852.5153
2019-05-22,'000001,上证指数,2891.7046
2019-05-21,'000001,上证指数,2905.9688
2019-05-20,'000001,上证指数,2870.6046
2019-05-17,'000001,上证指数,2882.2962
2019-05-16,'000001,上证指数,2955.711
2019-05-15,'000001,上证指数,2938.6781
2019-05-14,'000001,上证指数,2883.6107
2019-05-13,'000001,上证指数,2903.7131
2019-05-10,'000001,上证指数,2939.2106
2019-05-09,'000001,上证指数,2850.9537
2019-05-08,'000001,上证指数,2893.7567
2019-05-07,'000001,上证指数,2926.3908
2019-05-06,'000001,上证指数,2906.464
2019-04-30,'000001,上证指数,3078.3389
2019-04-29,'000001,上证指数,3062.4985
2019-04-26,'000001,上证指数,3086.3989
2019-04-25,'000001,上证指数,3123.8261
2019-04-24,'000001,上证指数,3201.6137
2019-04-23,'000001,上证指数,3198.5938
2019-04-22,'000001,上证指数,3215.0426
2019-04-19,'000001,上证指数,3270.7973
2019-04-18,'000001,上证指数,3250.2012
2019-04-17,'000001,上证指数,3263.1179
2019-04-16,'000001,上证指数,3253.5978
2019-04-15,'000001,上证指数,3177.7866
2019-04-12,'000001,上证指数,3188.6256
2019-04-11,'000001,上证指数,3189.9619
2019-04-10,'000001,上证指数,3241.9299
2019-04-09,'000001,上证指数,3239.6639
2019-04-08,'000001,上证指数,3244.8103
2019-04-04,'000001,上证指数,3246.5714
2019-04-03,'000001,上证指数,3216.2952
2019-04-02,'000001,上证指数,3176.8227
2019-04-01,'000001,上证指数,3170.361
2019-03-29,'000001,上证指数,3090.758
2019-03-28,'000001,上证指数,2994.9434
2019-03-27,'000001,上证指数,3022.7196
2019-03-26,'000001,上证指数,2997.0954
2019-03-25,'000001,上证指数,3043.0313
2019-03-22,'000001,上证指数,3104.1487
2019-03-21,'000001,上证指数,3101.455
2019-03-20,'000001,上证指数,3090.6403
2019-03-19,'000001,上证指数,3090.975
2019-03-18,'000001,上证指数,3096.4176
2019-03-15,'000001,上证指数,3021.7512
2019-03-14,'000001,上证指数,2990.685
2019-03-13,'000001,上证指数,3026.9513
2019-03-12,'000001,上证指数,3060.3073
2019-03-11,'000001,上证指数,3026.9925
2019-03-08,'000001,上证指数,2969.8614
2019-03-07,'000001,上证指数,3106.4179
2019-03-06,'000001,上证指数,3102.0991
2019-03-05,'000001,上证指数,3054.2466
2019-03-04,'000001,上证指数,3027.5755
2019-03-01,'000001,上证指数,2994.005
2019-02-28,'000001,上证指数,2940.9538
2019-02-27,'000001,上证指数,2953.8242
2019-02-26,'000001,上证指数,2941.5163
2019-02-25,'000001,上证指数,2961.2834
2019-02-22,'000001,上证指数,2804.2262
2019-02-21,'000001,上证指数,2751.8012
2019-02-20,'000001,上证指数,2761.2189
2019-02-19,'000001,上证指数,2755.6459
2019-02-18,'000001,上证指数,2754.3566
2019-02-15,'000001,上证指数,2682.385
2019-02-14,'000001,上证指数,2719.6999
2019-02-13,'000001,上证指数,2721.0683
2019-02-12,'000001,上证指数,2671.8937
2019-02-11,'000001,上证指数,2653.896
2019-02-01,'000001,上证指数,2618.2323
2019-01-31,'000001,上证指数,2584.5724
2019-01-30,'000001,上证指数,2575.5756
2019-01-29,'000001,上证指数,2594.2536
2019-01-28,'000001,上证指数,2596.9767
2019-01-25,'000001,上证指数,2601.7234
2019-01-24,'000001,上证指数,2591.6935
2019-01-23,'000001,上证指数,2581.0041
2019-01-22,'000001,上证指数,2579.7041
2019-01-21,'000001,上证指数,2610.5094
2019-01-18,'000001,上证指数,2596.0056
2019-01-17,'000001,上证指数,2559.637
2019-01-16,'000001,上证指数,2570.4221
2019-01-15,'000001,上证指数,2570.3449
2019-01-14,'000001,上证指数,2535.7653
2019-01-11,'000001,上证指数,2553.8313
2019-01-10,'000001,上证指数,2535.0985
2019-01-09,'000001,上证指数,2544.3449
2019-01-08,'000001,上证指数,2526.4622
2019-01-07,'000001,上证指数,2533.0887
2019-01-04,'000001,上证指数,2514.8682
2019-01-03,'000001,上证指数,2464.3628
2019-01-02,'000001,上证指数,2465.291
2018-12-28,'000001,上证指数,2493.8962
2018-12-27,'000001,上证指数,2483.0864
2018-12-26,'000001,上证指数,2498.2939
2018-12-25,'000001,上证指数,2504.819
2018-12-24,'000001,上证指数,2527.0071
2018-12-21,'000001,上证指数,2516.2506
2018-12-20,'000001,上证指数,2536.2675
2018-12-19,'000001,上证指数,2549.5634
2018-12-18,'000001,上证指数,2576.6495
2018-12-17,'000001,上证指数,2597.9737
2018-12-14,'000001,上证指数,2593.7407
2018-12-13,'000001,上证指数,2634.0491
2018-12-12,'000001,上证指数,2602.1526
2018-12-11,'000001,上证指数,2594.0881
2018-12-10,'000001,上证指数,2584.5822
2018-12-07,'000001,上证指数,2605.8876
2018-12-06,'000001,上证指数,2605.1813
2018-12-05,'000001,上证指数,2649.8051
2018-12-04,'000001,上证指数,2665.9577
2018-12-03,'000001,上证指数,2654.798
2018-11-30,'000001,上证指数,2588.1875
2018-11-29,'000001,上证指数,2567.4434
2018-11-28,'000001,上证指数,2601.7365
2018-11-27,'000001,上证指数,2574.6792
2018-11-26,'000001,上证指数,2575.8101
2018-11-23,'000001,上证指数,2579.4831
2018-11-22,'000001,上证指数,2645.4339
2018-11-21,'000001,上证指数,2651.5053
2018-11-20,'000001,上证指数,2645.8545
2018-11-19,'000001,上证指数,2703.5116
2018-11-16,'000001,上证指数,2679.1097
2018-11-15,'000001,上证指数,2668.1704
2018-11-14,'000001,上证指数,2632.2425
2018-11-13,'000001,上证指数,2654.8795
2018-11-12,'000001,上证指数,2630.5195
2018-11-09,'000001,上证指数,2598.8715
2018-11-08,'000001,上证指数,2635.6322
2018-11-07,'000001,上证指数,2641.342
2018-11-06,'000001,上证指数,2659.3564
2018-11-05,'000001,上证指数,2665.4306
2018-11-02,'000001,上证指数,2676.4762
2018-11-01,'000001,上证指数,2606.2372
2018-10-31,'000001,上证指数,2602.7832
2018-10-30,'000001,上证指数,2568.0481
2018-10-29,'000001,上证指数,2542.1033
2018-10-26,'000001,上证指数,2598.8468
2018-10-25,'000001,上证指数,2603.7995
2018-10-24,'000001,上证指数,2603.2951
2018-10-23,'000001,上证指数,2594.8255
2018-10-22,'000001,上证指数,2654.8762
2018-10-19,'000001,上证指数,2550.4652
2018-10-18,'000001,上证指数,2486.4186
2018-10-17,'000001,上证指数,2561.614
2018-10-16,'000001,上证指数,2546.3296
2018-10-15,'000001,上证指数,2568.0984
2018-10-12,'000001,上证指数,2606.9125
2018-10-11,'000001,上证指数,2583.4575
2018-10-10,'000001,上证指数,2725.8367
2018-10-09,'000001,上证指数,2721.013
2018-10-08,'000001,上证指数,2716.5104
2018-09-28,'000001,上证指数,2821.3501
2018-09-27,'000001,上证指数,2791.7748
2018-09-26,'000001,上证指数,2806.8133
2018-09-25,'000001,上证指数,2781.1385
2018-09-21,'000001,上证指数,2797.4848
2018-09-20,'000001,上证指数,2729.2438
2018-09-19,'000001,上证指数,2730.8503
2018-09-18,'000001,上证指数,2699.9501
2018-09-17,'000001,上证指数,2651.7886
2018-09-14,'000001,上证指数,2681.6431
2018-09-13,'000001,上证指数,2686.5784
2018-09-12,'000001,上证指数,2656.1101
2018-09-11,'000001,上证指数,2664.7997
2018-09-10,'000001,上证指数,2669.4845
2018-09-07,'000001,上证指数,2702.3007
2018-09-06,'000001,上证指数,2691.5929
2018-09-05,'000001,上证指数,2704.3368
2018-09-04,'000001,上证指数,2750.5804
2018-09-03,'000001,上证指数,2720.7344
2018-08-31,'000001,上证指数,2725.2499
2018-08-30,'000001,上证指数,2737.7367
2018-08-29,'000001,上证指数,2769.2947
2018-08-28,'000001,上证指数,2777.9808
2018-08-27,'000001,上证指数,2780.899
2018-08-24,'000001,上证指数,2729.4308
2018-08-23,'000001,上证指数,2724.6244
2018-08-22,'000001,上证指数,2714.6082
2018-08-21,'000001,上证指数,2733.8264
2018-08-20,'000001,上证指数,2698.4658
2018-08-17,'000001,上证指数,2668.966
2018-08-16,'000001,上证指数,2705.1917
2018-08-15,'000001,上证指数,2723.2576
2018-08-14,'000001,上证指数,2780.9646
2018-08-13,'000001,上证指数,2785.872
2018-08-10,'000001,上证指数,2795.3099
2018-08-09,'000001,上证指数,2794.3818
2018-08-08,'000001,上证指数,2744.0696
2018-08-07,'000001,上证指数,2779.374
2018-08-06,'000001,上证指数,2705.1565
2018-08-03,'000001,上证指数,2740.4429
2018-08-02,'000001,上证指数,2768.0239
2018-08-01,'000001,上证指数,2824.5337
2018-07-31,'000001,上证指数,2876.4009
2018-07-30,'000001,上证指数,2869.0495
2018-07-27,'000001,上证指数,2873.5938
2018-07-26,'000001,上证指数,2882.2254
2018-07-25,'000001,上证指数,2903.6467
2018-07-24,'000001,上证指数,2905.5618
2018-07-23,'000001,上证指数,2859.5424
2018-07-20,'000001,上证指数,2829.2712
2018-07-19,'000001,上证指数,2772.5454
2018-07-18,'000001,上证指数,2787.257
2018-07-17,'000001,上证指数,2798.1259
2018-07-16,'000001,上证指数,2814.0418
2018-07-13,'000001,上证指数,2831.1837
2018-07-12,'000001,上证指数,2837.6586
2018-07-11,'000001,上证指数,2777.7711
2018-07-10,'000001,上证指数,2827.6252
2018-07-09,'000001,上证指数,2815.1095
2018-07-06,'000001,上证指数,2747.2285
2018-07-05,'000001,上证指数,2733.8819
2018-07-04,'000001,上证指数,2759.126
2018-07-03,'000001,上证指数,2786.8878
2018-07-02,'000001,上证指数,2775.557
2018-06-29,'000001,上证指数,2847.4181
2018-06-28,'000001,上证指数,2786.8966
2018-06-27,'000001,上证指数,2813.1775
2018-06-26,'000001,上证指数,2844.5081
2018-06-25,'000001,上证指数,2859.3364
2018-06-22,'000001,上证指数,2889.7603
2018-06-21,'000001,上证指数,2875.8099
2018-06-20,'000001,上证指数,2915.7314
2018-06-19,'000001,上证指数,2907.8221
2018-06-15,'000001,上证指数,3021.9008
2018-06-14,'000001,上证指数,3044.1597
2018-06-13,'000001,上证指数,3049.7965
2018-06-12,'000001,上证指数,3079.8018
2018-06-11,'000001,上证指数,3052.7831
2018-06-08,'000001,上证指数,3067.1478
2018-06-07,'000001,上证指数,3109.4988
2018-06-06,'000001,上证指数,3115.1803
2018-06-05,'000001,上证指数,3114.2055
2018-06-04,'000001,上证指数,3091.1909
2018-06-01,'000001,上证指数,3075.1372
2018-05-31,'000001,上证指数,3095.4737
2018-05-30,'000001,上证指数,3041.4434
2018-05-29,'000001,上证指数,3120.4605
2018-05-28,'000001,上证指数,3135.0821
2018-05-25,'000001,上证指数,3141.3032
2018-05-24,'000001,上证指数,3154.6506
2018-05-23,'000001,上证指数,3168.9642
2018-05-22,'000001,上证指数,3214.3497
2018-05-21,'000001,上证指数,3213.8404
2018-05-18,'000001,上证指数,3193.3034
2018-05-17,'000001,上证指数,3154.2825
2018-05-16,'000001,上证指数,3169.5652
2018-05-15,'000001,上证指数,3192.1183
2018-05-14,'000001,上证指数,3174.032
2018-05-11,'000001,上证指数,3163.2632
2018-05-10,'000001,上证指数,3174.4127
2018-05-09,'000001,上证指数,3159.1502
2018-05-08,'000001,上证指数,3161.4976
2018-05-07,'000001,上证指数,3136.6448
2018-05-04,'000001,上证指数,3091.0334
2018-05-03,'000001,上证指数,3100.8586
2018-05-02,'000001,上证指数,3081.1773
2018-04-27,'000001,上证指数,3082.2316
2018-04-26,'000001,上证指数,3075.0301
2018-04-25,'000001,上证指数,3117.9739
2018-04-24,'000001,上证指数,3128.9271
2018-04-23,'000001,上证指数,3068.012
2018-04-20,'000001,上证指数,3071.5425
2018-04-19,'000001,上证指数,3117.376
2018-04-18,'000001,上证指数,3091.3987
2018-04-17,'000001,上证指数,3066.7967
2018-04-16,'000001,上证指数,3110.6489
2018-04-13,'000001,上证指数,3159.0521
2018-04-12,'000001,上证指数,3180.1583
2018-04-11,'000001,上证指数,3208.0818
2018-04-10,'000001,上证指数,3190.3216
2018-04-09,'000001,上证指数,3138.2936
2018-04-04,'000001,上证指数,3131.1114
2018-04-03,'000001,上证指数,3136.6332
2018-04-02,'000001,上证指数,3163.179
2018-03-30,'000001,上证指数,3168.8966
2018-03-29,'000001,上证指数,3160.5306
2018-03-28,'000001,上证指数,3122.2895
2018-03-27,'000001,上证指数,3166.6488
2018-03-26,'000001,上证指数,3133.7218
2018-03-23,'000001,上证指数,3152.7608
2018-03-22,'000001,上证指数,3263.4803
2018-03-21,'000001,上证指数,3280.9521
2018-03-20,'000001,上证指数,3290.6399
2018-03-19,'000001,上证指数,3279.2517
2018-03-16,'000001,上证指数,3269.8821
2018-03-15,'000001,上证指数,3291.112
2018-03-14,'000001,上证指数,3291.3819
2018-03-13,'000001,上证指数,3310.2389
2018-03-12,'000001,上证指数,3326.6992
2018-03-09,'000001,上证指数,3307.1656
2018-03-08,'000001,上证指数,3288.4055
2018-03-07,'000001,上证指数,3271.6683
2018-03-06,'000001,上证指数,3289.6419
2018-03-05,'000001,上证指数,3256.9263
2018-03-02,'000001,上证指数,3254.5283
2018-03-01,'000001,上证指数,3273.7549
2018-02-28,'000001,上证指数,3259.408
2018-02-27,'000001,上证指数,3292.0679
2018-02-26,'000001,上证指数,3329.5737
2018-02-23,'000001,上证指数,3289.0241
2018-02-22,'000001,上证指数,3268.5589
2018-02-14,'000001,上证指数,3199.1589
2018-02-13,'000001,上证指数,3184.9587
2018-02-12,'000001,上证指数,3154.1254
2018-02-09,'000001,上证指数,3129.8508
2018-02-08,'000001,上证指数,3262.0504
2018-02-07,'000001,上证指数,3309.2598
2018-02-06,'000001,上证指数,3370.652
2018-02-05,'000001,上证指数,3487.497
2018-02-02,'000001,上证指数,3462.0808
2018-02-01,'000001,上证指数,3446.9799
2018-01-31,'000001,上证指数,3480.8334
2018-01-30,'000001,上证指数,3488.009
2018-01-29,'000001,上证指数,3523.0007
2018-01-26,'000001,上证指数,3558.1288
2018-01-25,'000001,上证指数,3548.307
2018-01-24,'000001,上证指数,3559.4653
2018-01-23,'000001,上证指数,3546.5048
2018-01-22,'000001,上证指数,3501.3622
2018-01-19,'000001,上证指数,3487.864
2018-01-18,'000001,上证指数,3474.754
2018-01-17,'000001,上证指数,3444.6713
2018-01-16,'000001,上证指数,3436.594
2018-01-15,'000001,上证指数,3410.4882
2018-01-12,'000001,上证指数,3428.9407
2018-01-11,'000001,上证指数,3425.3449
2018-01-10,'000001,上证指数,3421.8343
2018-01-09,'000001,上证指数,3413.8996
2018-01-08,'000001,上证指数,3409.4795
2018-01-05,'000001,上证指数,3391.7501
2018-01-04,'000001,上证指数,3385.7102
2018-01-03,'000001,上证指数,3369.1084
2018-01-02,'000001,上证指数,3348.3259
2017-12-29,'000001,上证指数,3307.1721
2017-12-28,'000001,上证指数,3296.3847
2017-12-27,'000001,上证指数,3275.7828
2017-12-26,'000001,上证指数,3306.1246
2017-12-25,'000001,上证指数,3280.461
2017-12-22,'000001,上证指数,3297.063
2017-12-21,'000001,上证指数,3300.0593
2017-12-20,'000001,上证指数,3287.6057
2017-12-19,'000001,上证指数,3296.5384
2017-12-18,'000001,上证指数,3267.9224
2017-12-15,'000001,上证指数,3266.1371
2017-12-14,'000001,上证指数,3292.4385
2017-12-13,'000001,上证指数,3303.0373
2017-12-12,'000001,上证指数,3280.8136
2017-12-11,'000001,上证指数,3322.1956
2017-12-08,'000001,上证指数,3289.9924
2017-12-07,'000001,上证指数,3272.0542
2017-12-06,'000001,上证指数,3293.9648
2017-12-05,'000001,上证指数,3303.6751
2017-12-04,'000001,上证指数,3309.6183
2017-12-01,'000001,上证指数,3317.6174
2017-11-30,'000001,上证指数,3317.1884
2017-11-29,'000001,上证指数,3337.862
2017-11-28,'000001,上证指数,3333.657
2017-11-27,'000001,上证指数,3322.2298
2017-11-24,'000001,上证指数,3353.8207
2017-11-23,'000001,上证指数,3351.9182
2017-11-22,'000001,上证指数,3430.4643
2017-11-21,'000001,上证指数,3410.4977
2017-11-20,'000001,上证指数,3392.3988
2017-11-17,'000001,上证指数,3382.9075
2017-11-16,'000001,上证指数,3399.2503
2017-11-15,'000001,上证指数,3402.5245
2017-11-14,'000001,上证指数,3429.5482
2017-11-13,'000001,上证指数,3447.8358
2017-11-10,'000001,上证指数,3432.6731
2017-11-09,'000001,上证指数,3427.7946
2017-11-08,'000001,上证指数,3415.4602
2017-11-07,'000001,上证指数,3413.5748
2017-11-06,'000001,上证指数,3388.1742
2017-11-03,'000001,上证指数,3371.7441
2017-11-02,'000001,上证指数,3383.3095
2017-11-01,'000001,上证指数,3395.9125
2017-10-31,'000001,上证指数,3393.3417
2017-10-30,'000001,上证指数,3390.3371
2017-10-27,'000001,上证指数,3416.8124
2017-10-26,'000001,上证指数,3407.5671
2017-10-25,'000001,上证指数,3396.8975
2017-10-24,'000001,上证指数,3388.2477
2017-10-23,'000001,上证指数,3380.699
2017-10-20,'000001,上证指数,3378.6481
2017-10-19,'000001,上证指数,3370.1721
2017-10-18,'000001,上证指数,3381.7937
2017-10-17,'000001,上证指数,3372.0407
2017-10-16,'000001,上证指数,3378.4704
2017-10-13,'000001,上证指数,3390.5233
2017-10-12,'000001,上证指数,3386.1
2017-10-11,'000001,上证指数,3388.2838
2017-10-10,'000001,上证指数,3382.9879
2017-10-09,'000001,上证指数,3374.3781
2017-09-29,'000001,上证指数,3348.9431
2017-09-28,'000001,上证指数,3339.6421
2017-09-27,'000001,上证指数,3345.2717
2017-09-26,'000001,上证指数,3343.5826
2017-09-25,'000001,上证指数,3341.5487
2017-09-22,'000001,上证指数,3352.5294
2017-09-21,'000001,上证指数,3357.8123
2017-09-20,'000001,上证指数,3365.9959
2017-09-19,'000001,上证指数,3356.8446
2017-09-18,'000001,上证指数,3362.8587
2017-09-15,'000001,上证指数,3353.6192
2017-09-14,'000001,上证指数,3371.4256
2017-09-13,'000001,上证指数,3384.147
2017-09-12,'000001,上证指数,3379.488
2017-09-11,'000001,上证指数,3376.4188
2017-09-08,'000001,上证指数,3365.2426
2017-09-07,'000001,上证指数,3365.4974
2017-09-06,'000001,上证指数,3385.3888
2017-09-05,'000001,上证指数,3384.317
2017-09-04,'000001,上证指数,3379.583
2017-09-01,'000001,上证指数,3367.1194
2017-08-31,'000001,上证指数,3360.8103
2017-08-30,'000001,上证指数,3363.6266
2017-08-29,'000001,上证指数,3365.2261
2017-08-28,'000001,上证指数,3362.6514
2017-08-25,'000001,上证指数,3331.5221
2017-08-24,'000001,上证指数,3271.5117
2017-08-23,'000001,上证指数,3287.7049
2017-08-22,'000001,上证指数,3290.2257
2017-08-21,'000001,上证指数,3286.9055
2017-08-18,'000001,上证指数,3268.7243
2017-08-17,'000001,上证指数,3268.4298
2017-08-16,'000001,上证指数,3246.4512
2017-08-15,'000001,上证指数,3251.2617
2017-08-14,'000001,上证指数,3237.3602
2017-08-11,'000001,上证指数,3208.5413
2017-08-10,'000001,上证指数,3261.7494
2017-08-09,'000001,上证指数,3275.573
2017-08-08,'000001,上证指数,3281.8728
2017-08-07,'000001,上证指数,3279.4566
2017-08-04,'000001,上证指数,3262.0809
2017-08-03,'000001,上证指数,3272.9286
2017-08-02,'000001,上证指数,3285.0568
2017-08-01,'000001,上证指数,3292.6383
2017-07-31,'000001,上证指数,3273.0283
2017-07-28,'000001,上证指数,3253.2404
2017-07-27,'000001,上证指数,3249.7814
2017-07-26,'000001,上证指数,3247.6748
2017-07-25,'000001,上证指数,3243.6894
2017-07-24,'000001,上证指数,3250.5989
2017-07-21,'000001,上证指数,3237.9817
2017-07-20,'000001,上证指数,3244.8647
2017-07-19,'000001,上证指数,3230.9762
2017-07-18,'000001,上证指数,3187.5672
2017-07-17,'000001,上证指数,3176.4648
2017-07-14,'000001,上证指数,3222.4168
2017-07-13,'000001,上证指数,3218.1632
2017-07-12,'000001,上证指数,3197.5439
2017-07-11,'000001,上证指数,3203.0375
2017-07-10,'000001,上证指数,3212.6319
2017-07-07,'000001,上证指数,3217.9567
2017-07-06,'000001,上证指数,3212.444
2017-07-05,'000001,上证指数,3207.1342
2017-07-04,'000001,上证指数,3182.8039
2017-07-03,'000001,上证指数,3195.9116
2017-06-30,'000001,上证指数,3192.4269
2017-06-29,'000001,上证指数,3188.0625
2017-06-28,'000001,上证指数,3173.2014
2017-06-27,'000001,上证指数,3191.1969
2017-06-26,'000001,上证指数,3185.4439
2017-06-23,'000001,上证指数,3157.873
2017-06-22,'000001,上证指数,3147.4532
2017-06-21,'000001,上证指数,3156.2118
2017-06-20,'000001,上证指数,3140.0136
2017-06-19,'000001,上证指数,3144.3739
2017-06-16,'000001,上证指数,3123.1662
2017-06-15,'000001,上证指数,3132.4863
2017-06-14,'000001,上证指数,3130.674
2017-06-13,'000001,上证指数,3153.7429
2017-06-12,'000001,上证指数,3139.8766
2017-06-09,'000001,上证指数,3158.4004
2017-06-08,'000001,上证指数,3150.3336
2017-06-07,'000001,上证指数,3140.3249
2017-06-06,'000001,上证指数,3102.126
2017-06-05,'000001,上证指数,3091.6561
2017-06-02,'000001,上证指数,3105.54
2017-06-01,'000001,上证指数,3102.6232
2017-05-31,'000001,上证指数,3117.1778
2017-05-26,'000001,上证指数,3110.0587
2017-05-25,'000001,上证指数,3107.8311
2017-05-24,'000001,上证指数,3064.0759
2017-05-23,'000001,上证指数,3061.947
2017-05-22,'000001,上证指数,3075.6756
2017-05-19,'000001,上证指数,3090.6309
2017-05-18,'000001,上证指数,3090.139
2017-05-17,'000001,上证指数,3104.4415
2017-05-16,'000001,上证指数,3112.9642
2017-05-15,'000001,上证指数,3090.2289
2017-05-12,'000001,上证指数,3083.5132
2017-05-11,'000001,上证指数,3061.5003
2017-05-10,'000001,上证指数,3052.785
2017-05-09,'000001,上证指数,3080.5269
2017-05-08,'000001,上证指数,3078.6129
2017-05-05,'000001,上证指数,3103.0378
2017-05-04,'000001,上证指数,3127.3687
2017-05-03,'000001,上证指数,3135.346
2017-05-02,'000001,上证指数,3143.7121
2017-04-28,'000001,上证指数,3154.6584
2017-04-27,'000001,上证指数,3152.1869
2017-04-26,'000001,上证指数,3140.8471
2017-04-25,'000001,上证指数,3134.5674
2017-04-24,'000001,上证指数,3129.5312
2017-04-21,'000001,上证指数,3173.1512
2017-04-20,'000001,上证指数,3172.1003
2017-04-19,'000001,上证指数,3170.6867
2017-04-18,'000001,上证指数,3196.7133
2017-04-17,'000001,上证指数,3222.1673
2017-04-14,'000001,上证指数,3246.0668
2017-04-13,'000001,上证指数,3275.9603
2017-04-12,'000001,上证指数,3273.8301
2017-04-11,'000001,上证指数,3288.9657
2017-04-10,'000001,上证指数,3269.3926
2017-04-07,'000001,上证指数,3286.616
2017-04-06,'000001,上证指数,3281.0047
2017-04-05,'000001,上证指数,3270.3054
2017-03-31,'000001,上证指数,3222.5142
2017-03-30,'000001,上证指数,3210.2369
2017-03-29,'000001,上证指数,3241.3144
2017-03-28,'000001,上证指数,3252.9479
2017-03-27,'000001,上证指数,3266.9552
2017-03-24,'000001,上证指数,3269.4451
2017-03-23,'000001,上证指数,3248.5495
2017-03-22,'000001,上证指数,3245.2198
2017-03-21,'000001,上证指数,3261.6108
2017-03-20,'000001,上证指数,3250.8082
2017-03-17,'000001,上证指数,3237.4471
2017-03-16,'000001,上证指数,3268.9354
2017-03-15,'000001,上证指数,3241.7597
2017-03-14,'000001,上证指数,3239.3278
2017-03-13,'000001,上证指数,3237.0244
2017-03-10,'000001,上证指数,3212.7601
2017-03-09,'000001,上证指数,3216.7457
2017-03-08,'000001,上证指数,3240.6646
2017-03-07,'000001,上证指数,3242.4063
2017-03-06,'000001,上证指数,3233.8657
2017-03-03,'000001,上证指数,3218.3118
2017-03-02,'000001,上证指数,3230.0281
2017-03-01,'000001,上证指数,3246.9335
2017-02-28,'000001,上证指数,3241.7331
2017-02-27,'000001,上证指数,3228.6602
2017-02-24,'000001,上证指数,3253.4327
2017-02-23,'000001,上证指数,3251.375
2017-02-22,'000001,上证指数,3261.2184
2017-02-21,'000001,上证指数,3253.3257
2017-02-20,'000001,上证指数,3239.9613
2017-02-17,'000001,上证指数,3202.0756
2017-02-16,'000001,上证指数,3229.6184
2017-02-15,'000001,上证指数,3212.9857
2017-02-14,'000001,上证指数,3217.928
2017-02-13,'000001,上证指数,3216.8394
2017-02-10,'000001,上证指数,3196.699
2017-02-09,'000001,上证指数,3183.1794
2017-02-08,'000001,上证指数,3166.9818
2017-02-07,'000001,上证指数,3153.0878
2017-02-06,'000001,上证指数,3156.9838
2017-02-03,'000001,上证指数,3140.17
2017-01-26,'000001,上证指数,3159.166
2017-01-25,'000001,上证指数,3149.5547
2017-01-24,'000001,上证指数,3142.5533
2017-01-23,'000001,上证指数,3136.7748
2017-01-20,'000001,上证指数,3123.1389
2017-01-19,'000001,上证指数,3101.2992
2017-01-18,'000001,上证指数,3113.0123
2017-01-17,'000001,上证指数,3108.7746
2017-01-16,'000001,上证指数,3103.428
2017-01-13,'000001,上证指数,3112.7644
2017-01-12,'000001,上证指数,3119.2886
2017-01-11,'000001,上证指数,3136.7535
2017-01-10,'000001,上证指数,3161.6713
2017-01-09,'000001,上证指数,3171.2362
2017-01-06,'000001,上证指数,3154.321
2017-01-05,'000001,上证指数,3165.4109
2017-01-04,'000001,上证指数,3158.794
2017-01-03,'000001,上证指数,3135.9208
2016-12-30,'000001,上证指数,3103.6373
2016-12-29,'000001,上证指数,3096.0968
2016-12-28,'000001,上证指数,3102.2357
2016-12-27,'000001,上证指数,3114.664
2016-12-26,'000001,上证指数,3122.569
2016-12-23,'000001,上证指数,3110.1544
2016-12-22,'000001,上证指数,3139.558
2016-12-21,'000001,上证指数,3137.4297
2016-12-20,'000001,上证指数,3102.8759
2016-12-19,'000001,上证指数,3118.0846
2016-12-16,'000001,上证指数,3122.9815
2016-12-15,'000001,上证指数,3117.677
2016-12-14,'000001,上证指数,3140.5308
2016-12-13,'000001,上证指数,3155.0374
2016-12-12,'000001,上证指数,3152.9704
2016-12-09,'000001,上证指数,3232.8834
2016-12-08,'000001,上证指数,3215.3658
2016-12-07,'000001,上证指数,3222.2415
2016-12-06,'000001,上证指数,3199.6473
2016-12-05,'000001,上证指数,3204.7092
2016-12-02,'000001,上证指数,3243.8432
2016-12-01,'000001,上证指数,3273.3093
2016-11-30,'000001,上证指数,3250.0344
2016-11-29,'000001,上证指数,3282.9238
2016-11-28,'000001,上证指数,3276.9996
2016-11-25,'000001,上证指数,3261.9378
2016-11-24,'000001,上证指数,3241.7359
2016-11-23,'000001,上证指数,3241.1366
2016-11-22,'000001,上证指数,3248.3517
2016-11-21,'000001,上证指数,3218.1477
2016-11-18,'000001,上证指数,3192.8559
2016-11-17,'000001,上证指数,3208.4525
2016-11-16,'000001,上证指数,3205.0572
2016-11-15,'000001,上证指数,3206.9858
2016-11-14,'000001,上证指数,3210.371
